Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,rate,Movement,MA5,MA10,MA5_Capacity,BR5,BR10,High-Low,Open-Close,EMA5,EMA10,STD20,RSI14,BB_Middle,BB_Upper,BB_Lower,BB_position,ATR,K,D,MACD,MACD_signal,MACD_hist,ADX
2010-03-15,41567794,2503666271,61.3,61.3,59.8,59.8,-1.0,8294,-1.6447368421052655,0,60.94,60.54,40681249.8,-1.870692484410897,-1.2223323422530592,1.5,1.5,60.572647759861255,60.420666952250265,1.2248630428272809,46.57188406197265,59.585,62.03472608565456,57.13527391434544,0.5438824571569496,1.0214285714285707,70.94017094017093,84.88488488488488,-0.11465440911597113,-0.4521834652993688,0.3375290561833977,21.993835464358337
2010-03-16,29927456,1791764421,60.1,60.2,59.7,59.7,-0.1,7444,-0.16722408026754731,0,60.61999999999999,60.52,40371556.2,-1.5176509402837144,-1.354923992068738,0.5,0.3999999999999986,60.28176517324084,60.28963659729567,1.1666867166196493,45.986736293918376,59.669999999999995,62.00337343323929,57.3366265667607,0.506428460951139,0.9571428571428565,56.41025641025644,71.7948717948718,-0.15718569634283597,-0.39318391150806226,0.2359982151652263,21.04305215405424
2010-03-17,69118250,4174403125,60.5,60.9,59.9,60.5,0.8,10228,1.340033500837512,1,60.44,60.57000000000001,48077500.2,0.09927200529451072,-0.11556876341424366,1.0,0.0,60.354510115493895,60.327884488696455,1.0492478509062937,51.26243782615038,59.825,61.92349570181259,57.726504298187415,0.6608294931023594,0.9714285714285705,53.55375618533518,60.30139451192085,-0.12489897612066159,-0.33952692443058213,0.21462794830992055,19.712633884234513
2010-03-18,70256871,4238210166,60.1,60.6,60.0,60.4,-0.1,10353,-0.16528925619835322,0,60.239999999999995,60.69,56052647.6,0.26560424966800084,-0.4778381941011685,0.6000000000000014,-0.29999999999999716,60.36967341032927,60.34099639984255,1.0152909875861118,50.5971636493411,59.915,61.945581975172225,57.884418024827774,0.6194238907687694,0.9499999999999993,57.68481031638931,55.88294097066031,-0.10615697052070772,-0.29285293364860726,0.18669596312789954,18.47724549083048
2010-03-19,46018065,2758221800,60.0,60.3,59.7,60.0,-0.4,12648,-0.6622516556291314,0,60.08,60.65,51377687.2,-0.13315579227696123,-1.0717230008244,0.5999999999999943,0.0,60.246448940219516,60.278997054416635,0.9506092229390273,47.918318235397805,59.995000000000005,61.89621844587806,58.093781554121946,0.5013149462153693,0.8785714285714279,57.986469441577825,56.4083453144341,-0.12217212886238826,-0.2587167726913635,0.13654464382897524,17.33820984147947
2010-03-22,47084489,2782670724,59.6,59.6,58.8,59.0,-1.0,14854,-1.6666666666666718,0,59.92,60.42999999999999,52481026.2,-1.535380507343127,-2.3663743173920118,0.8000000000000043,0.6000000000000014,59.830965960146344,60.046452135431785,0.9506092229390273,41.940053379927356,59.995000000000005,61.89621844587806,58.093781554121946,0.23832570314126264,0.8928571428571423,41.93899782135079,52.53675919310597,-0.2130994223909255,-0.2495933026312759,0.03649388024035041,17.220490968750163
2010-03-23,51751303,3093844050,59.5,60.1,59.5,59.6,0.6,10645,1.016949152542379,1,59.9,60.260000000000005,56845795.6,-0.5008347245408968,-1.0952538997676795,0.6000000000000014,-0.10000000000000142,59.753977306764234,59.96527901989873,0.9538150543447275,46.271327111772955,59.98499999999999,61.892630108689445,58.07736989131054,0.3990894518160843,0.9357142857142853,33.3333333333334,44.419600198754,-0.23404702361822416,-0.24648404682866557,0.012437023210441406,16.493571935827898
2010-03-24,48661236,2940235842,60.1,60.8,60.1,60.6,1.0,10606,1.6778523489932917,1,59.92,60.18000000000001,52754392.8,1.1348464619492653,0.6979062811565214,0.6999999999999957,-0.5,60.035984871176154,60.08068283446259,0.8955445270894699,52.61593449588267,60.089999999999996,61.881089054178936,58.298910945821056,0.6423714803041427,0.9071428571428564,37.647058823529505,37.63979665940457,-0.16801967958127761,-0.23079117337918797,0.06277149379791036,15.586661235453171
2010-03-25,64155258,3908737600,60.9,61.5,60.2,61.5,0.9,13334,1.4851485148514865,1,60.14,60.19000000000001,51534070.2,2.261390089790488,2.1764412693138193,1.2999999999999972,-0.6000000000000014,60.52398991411744,60.33874050092393,0.8306465458968909,57.48220820357098,60.25500000000001,61.91629309179379,58.59370690820623,0.8747081132612495,0.9142857142857136,61.764705882353056,44.24836601307199,-0.042579228502980015,-0.1931487844039464,0.15056955590096638,15.420265544894496
2010-03-26,81172895,4989163519,61.3,62.0,60.3,62.0,0.5,16419,0.8130081300812941,1,60.54,60.31,58565036.2,2.4116286752560305,2.8021886917592402,1.7000000000000028,-0.7000000000000028,61.0159932760783,60.64078768257412,0.8437229527828122,59.94342677879707,60.415,62.102445905565624,58.727554094434375,0.9696446845413736,0.9785714285714278,83.3333333333334,60.91503267973865,0.0960716004444393,-0.13530470743426926,0.23137630787870855,15.701477286446389
2010-03-29,37559622,2333337564,62.0,62.3,61.7,62.2,0.2,9423,0.3225806451612856,1,61.18000000000001,60.55,56660062.8,1.667211507028434,2.7250206440957983,0.5999999999999943,-0.20000000000000284,61.41066218405221,60.92428083119701,0.9092941160447525,60.91797036503837,60.545,62.363588232089505,58.7264117679105,0.9550232897137072,0.9785714285714272,95.7142857142858,80.2707749766574,0.21956075018450605,-0.0643316159105142,0.2838923660950202,16.212969935921496
2010-03-30,30055532,1865717231,62.4,62.4,61.7,62.2,0.0,7639,0.0,0,61.7,60.8,52320908.6,0.8103727714748784,2.302631578947378,0.6999999999999957,0.19999999999999574,61.673774789368146,61.15622977097937,0.9670356222687828,60.91797036503837,60.65999999999999,62.59407124453755,58.72592875546243,0.8981239068492092,0.985714285714284,97.19576719576729,92.08112874779549,0.3138093917166458,0.011296585614917802,0.302512806101728,16.772575694547967
2010-03-31,39288879,2433883486,62.2,62.2,61.5,61.5,-0.7,6916,-1.12540192926045,0,61.879999999999995,60.9,50446437.2,-0.6140917905623715,0.9852216748768498,0.7000000000000028,0.7000000000000028,61.615849859578766,61.218733448983116,0.9713121889593411,55.442657683434525,60.73499999999999,62.677624377918676,58.79237562208131,0.6968985895306288,0.9928571428571418,88.86243386243397,93.92416225749568,0.3282342887379315,0.07468412623952055,0.25355016249841095,17.008406995643305
2010-04-01,54739709,3404396540,61.5,62.5,61.5,62.1,0.6,10586,0.9756097560975618,1,62.0,61.07000000000001,48563327.4,0.16129032258064746,1.6865891599803406,1.0,-0.6000000000000014,61.77723323971918,61.37896373098618,0.9462390929635998,58.85620365313846,60.88000000000001,62.77247818592721,58.98752181407281,0.8223286823256732,0.999999999999999,86.21121121121129,90.75647075647085,0.3836585324014621,0.13647900747190886,0.24717952492955322,17.50824856646307
2010-04-02,17373507,1083207922,62.5,62.5,62.1,62.4,0.3,4724,0.48309178743961567,1,62.08,61.31,35803449.8,0.5154639175257737,1.7778502691241174,0.3999999999999986,0.10000000000000142,61.984822159812786,61.56460668898869,0.9971538444360707,60.48621200639378,60.98,62.97430768887214,58.985692311127856,0.8560132691468154,0.9214285714285703,87.16216216216218,87.41193574526915,0.4466415320535049,0.19851151238822806,0.2481300196652768,17.972387167938564
2010-04-06,53216421,3367687345,62.8,63.5,62.8,63.4,1.0,14967,1.6025641025640969,1,62.32000000000001,61.75,38934809.6,1.7329910141206533,2.672064777327933,0.7000000000000028,-0.6000000000000014,62.45654810654186,61.89831456371802,1.1345762018898047,65.4060326276642,61.089999999999996,63.3591524037796,58.82084759622039,1.0090006286383315,0.9642857142857133,94.78627563733946,89.38654967023764,0.5706693348344061,0.27294307687746366,0.2977262579569424,19.27075092086763
2010-04-07,49685972,3150811649,63.5,63.5,63.1,63.5,0.1,13008,0.1577287066246047,1,62.58,62.14,42860897.6,1.4701182486417412,2.1886063727067904,0.3999999999999986,0.0,62.80436540436124,62.189530097587465,1.256142801134517,65.86375384889348,61.2,63.712285602269034,58.68771439773097,0.9577505037489958,0.9071428571428564,98.38987924094303,93.44610568014821,0.6693159685250407,0.3522176552069791,0.3170983133180616,20.476374405730336
2010-04-08,48608322,3038128062,62.8,63.0,62.1,62.3,-1.2,10165,-1.8897637795275646,0,62.739999999999995,62.30999999999999,44724786.2,-0.7013069811922183,-0.016048788316467513,0.8999999999999986,0.5,62.6362436029075,62.20961553438974,1.2795866931408462,56.246291415783624,61.24499999999999,63.80417338628168,58.6858266137183,0.7061212432215958,0.9642857142857133,90.78014184397159,94.65209890741802,0.643249189011712,0.4104239619679257,0.23282522704378633,20.07540773512124
2010-04-09,31648457,1981046902,61.9,63.0,61.9,62.7,0.4,8230,0.6420545746388617,1,62.86,62.42999999999999,40106535.8,-0.2545338848234117,0.43248438250842586,1.1000000000000014,-0.8000000000000043,62.65749573527167,62.298776346318874,1.3202471857871618,58.42552709016592,61.31,63.95049437157432,58.66950562842568,0.7632082868578985,0.9928571428571422,85.81560283687944,91.66187464059801,0.6474048553302012,0.4578201406403808,0.1895847146898204,19.43579730431445
2010-04-12,36942889,2330663522,63.3,63.4,62.8,63.1,0.4,6735,0.6379585326953707,1,63.0,62.54,44020412.2,0.158730158730161,0.8954269267668729,0.6000000000000014,0.19999999999999574,62.80499715684778,62.44445337426089,1.3726175532057,60.54198319953371,61.425,64.1702351064114,58.6797648935886,0.8050740528722113,0.9571428571428561,82.48226950354612,86.3593380614657,0.6751917180545917,0.501294456123223,0.17389726193136867,19.258125508354723
2010-04-13,42767182,2688670621,63.0,63.1,62.1,62.9,-0.2,8860,-0.31695721077654726,0,62.9,62.61,41930564.4,0.0,0.4631847947612189,1.0,0.10000000000000142,62.83666477123185,62.52728003348618,1.354369148154843,58.926697658006844,61.58,64.28873829630969,58.871261703690315,0.7436558750984416,0.9499999999999987,85.11055486024199,84.46947573355584,0.6733131436300681,0.535698193624592,0.13761495000547608,18.17444363916364
2010-04-14,55676512,3527079086,63.1,63.8,62.9,63.8,0.9,11370,1.4308426073131875,1,62.96,62.77,43128672.4,1.3341804320203245,1.6409112633423515,0.8999999999999986,-0.6999999999999957,63.15777651415457,62.75868366376142,1.3650814512039404,63.629331291847755,61.785000000000004,64.51516290240788,59.05483709759212,0.8690255988429955,0.9285714285714276,90.78431372549018,86.12571269642609,0.7359631135979754,0.5757511776192688,0.16021193597870664,17.893658367026575
2010-04-15,72063334,4640697360,64.5,64.9,64.0,64.4,0.6,16835,0.9404388714733702,1,63.379999999999995,63.06,47819674.8,1.6093404859577318,2.124960355217259,0.9000000000000057,0.09999999999999432,63.57185100943639,63.05710481580479,1.4479022938829809,66.39193421233604,61.980000000000004,64.87580458776597,59.084195412234045,0.9178458743770009,0.914285714285714,90.49445865302641,88.79644241291953,0.824524051736951,0.6255057524428053,0.19901829929414572,18.5638405610286
2010-04-16,49739068,3141988184,63.6,63.7,62.9,63.0,-1.4,10410,-2.1739130434782705,0,63.44000000000001,63.15,51437797.0,-0.6935687263556303,-0.2375296912113992,0.8000000000000043,0.6000000000000014,63.38123400629093,63.046722122022096,1.4149204924659289,55.75096805283362,62.11,64.93984098493186,59.28015901506814,0.6572526521346972,0.9000000000000001,77.74936061381072,86.34271099744244,0.7728322049599541,0.654971042946235,0.1178611620137191,17.907521485593342
2010-04-19,71160569,4470883925,62.5,63.2,62.4,62.6,-0.4,12360,-0.6349206349206327,0,63.339999999999996,63.17,58281333.0,-1.1682980738869513,-0.9023270539813206,0.8000000000000043,-0.10000000000000142,63.120822670860626,62.965499918018075,1.3276017157978928,53.13080236904592,62.239999999999995,64.89520343159577,59.58479656840421,0.5677914158508844,0.9142857142857151,55.20034100596759,74.48138675760157,0.6916168582832682,0.6623002060136417,0.029316652269626542,16.794855443539387
